# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = one_row_model
# start_datetime = 2023-11-18 18:04:01 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 3938723752 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_edge_data/../../data/one_row/one_row_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,z.1.1,z.2.1,z.3.1,z.4.1,z.1.2,z.2.2,z.3.2,z.4.2,z.1.3,z.2.3,z.3.3,z.4.3
-6.86366,0.980117,0.939242,1,3,0,6.87184,0.313061,1,2,3,4,1,2,3,4,1,2,3,4
-7.16461,0.92543,0.939242,1,1,0,7.16499,0.373758,1,2,3,4,1,2,3,4,1,2,3,4
-6.75209,0.998375,0.939242,1,3,0,7.1421,0.261388,1,2,3,4,1,2,3,4,1,2,3,4
-6.75189,0.998607,0.939242,1,3,0,6.76322,0.239109,1,2,3,4,1,2,3,4,1,2,3,4
-6.96543,0.97566,0.939242,2,3,0,6.98543,0.337764,1,2,3,4,1,2,3,4,1,2,3,4
-7.21499,0.935899,0.939242,1,1,0,7.23206,0.38149,1,2,3,4,1,2,3,4,1,2,3,4
-6.74875,0.996795,0.939242,2,3,0,7.25093,0.254784,1,2,3,4,1,2,3,4,1,2,3,4
-6.74811,0.940224,0.939242,2,3,0,7.18648,0.248336,1,2,3,4,1,2,3,4,1,2,3,4
-6.74814,0.999964,0.939242,1,3,0,6.74842,0.251924,1,2,3,4,1,2,3,4,1,2,3,4
-6.85017,0.977446,0.939242,1,3,0,6.87814,0.309116,1,2,3,4,1,2,3,4,1,2,3,4
-7.11088,0.935591,0.939242,1,1,0,7.11121,0.365022,1,2,3,4,1,2,3,4,1,2,3,4
-6.84138,1,0.939242,2,3,0,7.04234,0.306416,1,2,3,4,1,2,3,4,1,2,3,4
-6.84859,0.998221,0.939242,1,1,0,6.86898,0.308641,1,2,3,4,1,2,3,4,1,2,3,4
-6.93012,0.923133,0.939242,1,3,0,7.31763,0.180059,1,2,3,4,1,2,3,4,1,2,3,4
-6.78729,0.981258,0.939242,1,3,0,7.13412,0.28607,1,2,3,4,1,2,3,4,1,2,3,4
-6.78729,0.64501,0.939242,1,3,0,8.84083,0.28607,1,2,3,4,1,2,3,4,1,2,3,4
-6.83846,0.987773,0.939242,1,1,0,6.84008,0.305493,1,2,3,4,1,2,3,4,1,2,3,4
-8.67887,0.735405,0.939242,2,7,0,8.78731,0.528441,1,2,3,4,1,2,3,4,1,2,3,4
-6.82937,1,0.939242,2,3,0,8.5197,0.201975,1,2,3,4,1,2,3,4,1,2,3,4
-8.19483,0.841702,0.939242,2,3,0,8.26686,0.0849987,1,2,3,4,1,2,3,4,1,2,3,4
-8.42926,0.979964,0.939242,1,1,0,8.53588,0.0764457,1,2,3,4,1,2,3,4,1,2,3,4
-7.27276,0.995343,0.939242,2,3,0,8.58237,0.138466,1,2,3,4,1,2,3,4,1,2,3,4
-7.64747,0.952729,0.939242,1,1,0,7.6543,0.111364,1,2,3,4,1,2,3,4,1,2,3,4
-6.90219,0.978402,0.939242,1,3,0,7.62163,0.185215,1,2,3,4,1,2,3,4,1,2,3,4
-7.03498,0.930733,0.939242,1,3,0,7.55469,0.351595,1,2,3,4,1,2,3,4,1,2,3,4
-6.78973,0.964769,0.939242,1,3,0,7.25778,0.215106,1,2,3,4,1,2,3,4,1,2,3,4
-7.40664,0.924917,0.939242,2,3,0,7.48298,0.127486,1,2,3,4,1,2,3,4,1,2,3,4
-6.87385,0.986024,0.939242,1,3,0,7.36613,0.191044,1,2,3,4,1,2,3,4,1,2,3,4
-6.87119,0.968642,0.939242,1,3,0,7.21575,0.31517,1,2,3,4,1,2,3,4,1,2,3,4
-6.7906,1,0.939242,1,1,0,6.8522,0.287604,1,2,3,4,1,2,3,4,1,2,3,4
-6.79092,1,0.939242,2,7,0,6.79112,0.214632,1,2,3,4,1,2,3,4,1,2,3,4
-7.89625,0.797478,0.939242,1,3,0,8.3163,0.0980183,1,2,3,4,1,2,3,4,1,2,3,4
-6.77245,1,0.939242,2,3,0,7.7363,0.22307,1,2,3,4,1,2,3,4,1,2,3,4
-6.99008,0.940903,0.939242,1,3,0,7.17886,0.342872,1,2,3,4,1,2,3,4,1,2,3,4
-7.99763,0.837993,0.939242,2,7,0,8.06847,0.093285,1,2,3,4,1,2,3,4,1,2,3,4
-7.5168,1,0.939242,1,1,0,7.9528,0.119628,1,2,3,4,1,2,3,4,1,2,3,4
-7.36099,1,0.939242,1,1,0,7.54776,0.131032,1,2,3,4,1,2,3,4,1,2,3,4
-7.04051,1,0.939242,1,1,0,7.31358,0.163379,1,2,3,4,1,2,3,4,1,2,3,4
-6.95776,0.88876,0.939242,2,3,0,8.58299,0.336123,1,2,3,4,1,2,3,4,1,2,3,4
-7.76961,0.644778,0.939242,1,3,0,9.4229,0.104471,1,2,3,4,1,2,3,4,1,2,3,4
-7.38932,1,0.939242,1,1,0,7.73647,0.128809,1,2,3,4,1,2,3,4,1,2,3,4
-6.7516,0.988916,0.939242,1,3,0,7.53982,0.239527,1,2,3,4,1,2,3,4,1,2,3,4
-8.19249,0.738231,0.939242,1,3,0,8.5948,0.489335,1,2,3,4,1,2,3,4,1,2,3,4
-9.15178,0.919336,0.939242,2,3,0,9.39356,0.561552,1,2,3,4,1,2,3,4,1,2,3,4
-6.75962,0.923835,0.939242,2,3,0,9.73806,0.269352,1,2,3,4,1,2,3,4,1,2,3,4
-6.81672,0.975523,0.939242,2,3,0,6.92101,0.205679,1,2,3,4,1,2,3,4,1,2,3,4
-6.81672,0.938181,0.939242,1,3,0,7.21601,0.205679,1,2,3,4,1,2,3,4,1,2,3,4
-6.75001,0.996163,0.939242,1,3,0,6.84862,0.257944,1,2,3,4,1,2,3,4,1,2,3,4
-7.72751,0.748961,0.939242,1,3,0,8.42719,0.106766,1,2,3,4,1,2,3,4,1,2,3,4
-6.76605,0.982227,0.939242,1,3,0,7.93728,0.226778,1,2,3,4,1,2,3,4,1,2,3,4
-6.93324,0.953559,0.939242,1,3,0,7.07791,0.330677,1,2,3,4,1,2,3,4,1,2,3,4
-7.55137,0.910407,0.939242,2,7,0,7.5945,0.11734,1,2,3,4,1,2,3,4,1,2,3,4
-7.20049,0.867833,0.939242,2,7,0,9.14365,0.379306,1,2,3,4,1,2,3,4,1,2,3,4
-7.67278,0.876595,0.939242,1,1,0,7.7199,0.439076,1,2,3,4,1,2,3,4,1,2,3,4
-7.41237,1,0.939242,1,1,0,7.72633,0.408594,1,2,3,4,1,2,3,4,1,2,3,4
-6.74987,0.99039,0.939242,1,3,0,7.48155,0.242445,1,2,3,4,1,2,3,4,1,2,3,4
-6.75166,0.999435,0.939242,2,3,0,6.75523,0.239439,1,2,3,4,1,2,3,4,1,2,3,4
-6.89706,0.983851,0.939242,2,3,0,6.9075,0.321994,1,2,3,4,1,2,3,4,1,2,3,4
-7.06214,0.881264,0.939242,1,3,0,7.69946,0.160598,1,2,3,4,1,2,3,4,1,2,3,4
-6.88785,0.95097,0.939242,1,3,0,7.59033,0.319633,1,2,3,4,1,2,3,4,1,2,3,4
-6.77293,1,0.939242,2,7,0,6.86294,0.222817,1,2,3,4,1,2,3,4,1,2,3,4
-9.35268,0.72827,0.939242,2,3,0,9.98765,0.574469,1,2,3,4,1,2,3,4,1,2,3,4
-7.33285,1,0.939242,2,3,0,8.77758,0.398196,1,2,3,4,1,2,3,4,1,2,3,4
-6.78083,1,0.939242,2,3,0,7.24473,0.218928,1,2,3,4,1,2,3,4,1,2,3,4
-6.74873,1,0.939242,2,3,0,6.77484,0.254726,1,2,3,4,1,2,3,4,1,2,3,4
-6.90576,0.976933,0.939242,2,3,0,6.94635,0.324163,1,2,3,4,1,2,3,4,1,2,3,4
-7.18475,0.820554,0.939242,2,7,0,7.98369,0.146816,1,2,3,4,1,2,3,4,1,2,3,4
-6.81678,0.997039,0.939242,2,3,0,7.22298,0.205661,1,2,3,4,1,2,3,4,1,2,3,4
-7.76169,0.843602,0.939242,1,3,0,8.03096,0.104897,1,2,3,4,1,2,3,4,1,2,3,4
-7.54308,1,0.939242,1,1,0,7.79092,0.117882,1,2,3,4,1,2,3,4,1,2,3,4
-7.54308,0.963986,0.939242,1,1,0,7.86215,0.117882,1,2,3,4,1,2,3,4,1,2,3,4
-7.37042,0.979998,0.939242,2,3,0,8.02024,0.130283,1,2,3,4,1,2,3,4,1,2,3,4
-7.03575,0.902764,0.939242,2,3,0,8.66931,0.164007,1,2,3,4,1,2,3,4,1,2,3,4
-7.12498,0.986255,0.939242,1,1,0,7.15153,0.153164,1,2,3,4,1,2,3,4,1,2,3,4
-7.43008,0.954394,0.939242,2,3,0,7.77285,0.125735,1,2,3,4,1,2,3,4,1,2,3,4
-6.7494,0.958535,0.939242,2,3,0,7.98204,0.243477,1,2,3,4,1,2,3,4,1,2,3,4
-6.75431,0.976329,0.939242,2,3,0,6.92458,0.264189,1,2,3,4,1,2,3,4,1,2,3,4
-6.91417,0.93221,0.939242,2,3,0,7.18935,0.182941,1,2,3,4,1,2,3,4,1,2,3,4
-7.31512,0.962848,0.939242,2,7,0,7.32329,0.395791,1,2,3,4,1,2,3,4,1,2,3,4
-6.77061,1,0.939242,2,3,0,7.23956,0.224079,1,2,3,4,1,2,3,4,1,2,3,4
-6.98041,0.885893,0.939242,2,3,0,7.61338,0.171857,1,2,3,4,1,2,3,4,1,2,3,4
-7.00127,0.998862,0.939242,2,3,0,7.03715,0.168773,1,2,3,4,1,2,3,4,1,2,3,4
-7.62063,0.929989,0.939242,2,3,0,7.856,0.11298,1,2,3,4,1,2,3,4,1,2,3,4
-6.74826,0.978663,0.939242,2,3,0,7.96638,0.252762,1,2,3,4,1,2,3,4,1,2,3,4
-6.78426,0.992179,0.939242,1,3,0,6.79296,0.284613,1,2,3,4,1,2,3,4,1,2,3,4
-6.78972,0.984915,0.939242,1,3,0,6.89988,0.215111,1,2,3,4,1,2,3,4,1,2,3,4
-6.94367,0.950464,0.939242,1,3,0,7.15835,0.333033,1,2,3,4,1,2,3,4,1,2,3,4
-6.76414,0.982192,0.939242,1,3,0,7.05489,0.228019,1,2,3,4,1,2,3,4,1,2,3,4
-6.76414,0.715242,0.939242,1,3,0,8.57644,0.228019,1,2,3,4,1,2,3,4,1,2,3,4
-6.78913,0.987971,0.939242,1,3,0,6.8538,0.286931,1,2,3,4,1,2,3,4,1,2,3,4
-11.2766,0.34571,0.939242,2,3,0,13.4633,0.674229,1,2,3,4,1,2,3,4,1,2,3,4
-7.61595,1,0.939242,2,3,0,10.6772,0.113266,1,2,3,4,1,2,3,4,1,2,3,4
-7.94346,0.964739,0.939242,1,1,0,7.98098,0.0957701,1,2,3,4,1,2,3,4,1,2,3,4
-6.99274,0.969819,0.939242,1,3,0,7.9167,0.170015,1,2,3,4,1,2,3,4,1,2,3,4
-6.7775,0.982763,0.939242,1,3,0,7.20449,0.281135,1,2,3,4,1,2,3,4,1,2,3,4
-6.76547,0.993837,0.939242,1,3,0,6.8355,0.227149,1,2,3,4,1,2,3,4,1,2,3,4
-7.10548,0.936216,0.939242,1,3,0,7.18579,0.155377,1,2,3,4,1,2,3,4,1,2,3,4
-7.11714,0.998235,0.939242,1,1,0,7.17545,0.154045,1,2,3,4,1,2,3,4,1,2,3,4
-8.29246,0.865557,0.939242,1,3,0,8.43386,0.0812827,1,2,3,4,1,2,3,4,1,2,3,4
-7.08782,0.959154,0.939242,1,3,0,8.28598,0.157453,1,2,3,4,1,2,3,4,1,2,3,4
-6.92062,0.989192,0.939242,2,3,0,7.25892,0.181756,1,2,3,4,1,2,3,4,1,2,3,4
-7.96215,0.867764,0.939242,1,3,0,8.16001,0.0949017,1,2,3,4,1,2,3,4,1,2,3,4
-8.55738,0.947356,0.939242,1,1,0,8.57446,0.0722633,1,2,3,4,1,2,3,4,1,2,3,4
-8.7846,0.994398,0.939242,2,3,0,8.9197,0.0655611,1,2,3,4,1,2,3,4,1,2,3,4
-6.87677,0.979717,0.939242,2,7,0,8.43598,0.316694,1,2,3,4,1,2,3,4,1,2,3,4
-6.80963,0.96772,0.939242,1,3,0,7.09653,0.207924,1,2,3,4,1,2,3,4,1,2,3,4
-6.92749,0.897553,0.939242,2,3,0,7.64172,0.180523,1,2,3,4,1,2,3,4,1,2,3,4
-6.94754,0.984715,0.939242,2,3,0,7.15274,0.177079,1,2,3,4,1,2,3,4,1,2,3,4
-6.83815,0.965851,0.939242,1,3,0,7.28255,0.305394,1,2,3,4,1,2,3,4,1,2,3,4
-6.83815,0.939754,0.939242,1,1,0,7.02112,0.305394,1,2,3,4,1,2,3,4,1,2,3,4
-6.77176,1,0.939242,2,7,0,6.82505,0.223444,1,2,3,4,1,2,3,4,1,2,3,4
-7.46927,0.92927,0.939242,2,3,0,7.53799,0.415679,1,2,3,4,1,2,3,4,1,2,3,4
-6.7616,1,0.939242,1,3,0,7.39156,0.27097,1,2,3,4,1,2,3,4,1,2,3,4
-6.84927,0.988254,0.939242,2,7,0,6.84952,0.196751,1,2,3,4,1,2,3,4,1,2,3,4
-7.56405,0.950804,0.939242,2,3,0,7.57369,0.42692,1,2,3,4,1,2,3,4,1,2,3,4
-8.27734,0.814731,0.939242,1,1,0,8.38688,0.496609,1,2,3,4,1,2,3,4,1,2,3,4
-7.07411,1,0.939242,2,7,0,8.03087,0.159113,1,2,3,4,1,2,3,4,1,2,3,4
-7.24895,0.974303,0.939242,1,1,0,7.26414,0.140622,1,2,3,4,1,2,3,4,1,2,3,4
-6.7847,0.970292,0.939242,1,3,0,7.63087,0.284826,1,2,3,4,1,2,3,4,1,2,3,4
-6.795,0.997558,0.939242,1,1,0,6.80109,0.289553,1,2,3,4,1,2,3,4,1,2,3,4
-6.84887,0.976833,0.939242,2,3,0,6.98243,0.308723,1,2,3,4,1,2,3,4,1,2,3,4
-6.90563,0.783932,0.939242,2,3,0,8.35819,0.184553,1,2,3,4,1,2,3,4,1,2,3,4
-6.75136,0.95684,0.939242,2,3,0,7.29429,0.239886,1,2,3,4,1,2,3,4,1,2,3,4
-6.85984,0.972208,0.939242,1,3,0,6.92171,0.311968,1,2,3,4,1,2,3,4,1,2,3,4
-7.50748,0.801826,0.939242,2,3,0,8.27896,0.42029,1,2,3,4,1,2,3,4,1,2,3,4
-6.92816,1,0.939242,1,1,0,7.35322,0.329508,1,2,3,4,1,2,3,4,1,2,3,4
-6.92816,0.865667,0.939242,1,3,0,7.74358,0.329508,1,2,3,4,1,2,3,4,1,2,3,4
-7.01379,0.897505,0.939242,1,3,0,7.65532,0.166999,1,2,3,4,1,2,3,4,1,2,3,4
-7.23316,0.966858,0.939242,1,1,0,7.2377,0.142093,1,2,3,4,1,2,3,4,1,2,3,4
-6.791,0.989689,0.939242,1,3,0,7.23026,0.2146,1,2,3,4,1,2,3,4,1,2,3,4
-6.74853,0.999254,0.939242,1,3,0,6.79366,0.246045,1,2,3,4,1,2,3,4,1,2,3,4
-7.88923,0.784649,0.939242,1,3,0,8.18097,0.461372,1,2,3,4,1,2,3,4,1,2,3,4
-7.56226,1,0.939242,1,1,0,7.95394,0.426714,1,2,3,4,1,2,3,4,1,2,3,4
-7.56226,0.422281,0.939242,1,1,0,9.70878,0.426714,1,2,3,4,1,2,3,4,1,2,3,4
-6.76175,1,0.939242,1,3,0,7.47548,0.271087,1,2,3,4,1,2,3,4,1,2,3,4
-7.25477,0.905017,0.939242,1,3,0,7.31298,0.387326,1,2,3,4,1,2,3,4,1,2,3,4
-7.76038,0.867677,0.939242,1,1,0,7.81671,0.448377,1,2,3,4,1,2,3,4,1,2,3,4
-7.87179,0.989497,0.939242,2,3,0,8.123,0.459657,1,2,3,4,1,2,3,4,1,2,3,4
-6.78786,1,0.939242,2,3,0,7.76198,0.215871,1,2,3,4,1,2,3,4,1,2,3,4
-6.75487,0.99995,0.939242,2,7,0,6.78092,0.264817,1,2,3,4,1,2,3,4,1,2,3,4
-6.95175,0.940994,0.939242,1,3,0,7.10957,0.176382,1,2,3,4,1,2,3,4,1,2,3,4
-6.88536,1,0.939242,2,3,0,6.95043,0.188594,1,2,3,4,1,2,3,4,1,2,3,4
-7.67668,0.948564,0.939242,2,3,0,7.68182,0.4395,1,2,3,4,1,2,3,4,1,2,3,4
-8.41609,0.808,0.939242,1,1,0,8.55103,0.508063,1,2,3,4,1,2,3,4,1,2,3,4
-7.41094,1,0.939242,1,1,0,8.17825,0.408412,1,2,3,4,1,2,3,4,1,2,3,4
-7.22693,1,0.939242,1,1,0,7.44889,0.383266,1,2,3,4,1,2,3,4,1,2,3,4
-7.00891,0.852501,0.939242,1,3,0,8.14127,0.167685,1,2,3,4,1,2,3,4,1,2,3,4
-6.90434,1,0.939242,1,1,0,6.99806,0.1848,1,2,3,4,1,2,3,4,1,2,3,4
-6.90434,0.712833,0.939242,1,3,0,9.51695,0.1848,1,2,3,4,1,2,3,4,1,2,3,4
-7.11467,0.86092,0.939242,2,3,0,8.18324,0.154325,1,2,3,4,1,2,3,4,1,2,3,4
-7.30332,0.991008,0.939242,2,3,0,7.3205,0.135797,1,2,3,4,1,2,3,4,1,2,3,4
-7.27445,1,0.939242,1,1,0,7.37608,0.138315,1,2,3,4,1,2,3,4,1,2,3,4
-7.29787,0.996789,0.939242,1,1,0,7.37643,0.136264,1,2,3,4,1,2,3,4,1,2,3,4
-7.06833,1,0.939242,1,1,0,7.27146,0.159826,1,2,3,4,1,2,3,4,1,2,3,4
-6.75836,0.946355,0.939242,2,3,0,7.62004,0.232319,1,2,3,4,1,2,3,4,1,2,3,4
-6.86937,0.968682,0.939242,1,3,0,6.96155,0.314666,1,2,3,4,1,2,3,4,1,2,3,4
-6.74808,0.997637,0.939242,1,3,0,6.88428,0.2486,1,2,3,4,1,2,3,4,1,2,3,4
-6.8532,0.975048,0.939242,1,3,0,6.89561,0.195787,1,2,3,4,1,2,3,4,1,2,3,4
-6.89839,0.958556,0.939242,1,3,0,7.22447,0.32233,1,2,3,4,1,2,3,4,1,2,3,4
-6.75469,1,0.939242,2,3,0,6.87338,0.235758,1,2,3,4,1,2,3,4,1,2,3,4
-6.78246,0.620211,0.939242,2,3,0,10.3671,0.218189,1,2,3,4,1,2,3,4,1,2,3,4
-7.57966,0.901402,0.939242,2,3,0,7.64341,0.115524,1,2,3,4,1,2,3,4,1,2,3,4
-7.20014,1,0.939242,1,1,0,7.53167,0.145277,1,2,3,4,1,2,3,4,1,2,3,4
-7.22217,0.997324,0.939242,2,7,0,7.22729,0.38256,1,2,3,4,1,2,3,4,1,2,3,4
-6.96772,1,0.939242,1,1,0,7.17167,0.33825,1,2,3,4,1,2,3,4,1,2,3,4
-7.47917,0.871633,0.939242,1,1,0,7.48259,0.416884,1,2,3,4,1,2,3,4,1,2,3,4
-8.62876,0.90633,0.939242,2,3,0,8.68184,0.524677,1,2,3,4,1,2,3,4,1,2,3,4
-8.0128,1,0.939242,1,1,0,8.69039,0.47317,1,2,3,4,1,2,3,4,1,2,3,4
-7.71106,1,0.939242,1,1,0,8.12959,0.443191,1,2,3,4,1,2,3,4,1,2,3,4
-8.21826,0.863996,0.939242,1,1,0,8.39125,0.491567,1,2,3,4,1,2,3,4,1,2,3,4
-7.03148,1,0.939242,2,3,0,7.97478,0.164578,1,2,3,4,1,2,3,4,1,2,3,4
-7.83142,0.938575,0.939242,2,7,0,7.83756,0.455637,1,2,3,4,1,2,3,4,1,2,3,4
-7.47331,1,0.939242,1,1,0,7.85887,0.416172,1,2,3,4,1,2,3,4,1,2,3,4
-6.94209,0.879089,0.939242,1,3,0,8.30011,0.177993,1,2,3,4,1,2,3,4,1,2,3,4
-7.07703,0.978153,0.939242,1,1,0,7.08413,0.158755,1,2,3,4,1,2,3,4,1,2,3,4
-7.06847,0.914518,0.939242,1,3,0,7.96495,0.357698,1,2,3,4,1,2,3,4,1,2,3,4
-7.81419,0.576671,0.939242,1,3,0,9.82139,0.102125,1,2,3,4,1,2,3,4,1,2,3,4
-7.5107,1,0.939242,1,1,0,7.81269,0.12004,1,2,3,4,1,2,3,4,1,2,3,4
-7.8561,0.987027,0.939242,2,3,0,7.88241,0.0999949,1,2,3,4,1,2,3,4,1,2,3,4
-7.60192,1,0.939242,1,1,0,7.87939,0.11413,1,2,3,4,1,2,3,4,1,2,3,4
-8.2718,0.93123,0.939242,1,1,0,8.27254,0.0820495,1,2,3,4,1,2,3,4,1,2,3,4
-6.96418,1,0.939242,2,3,0,8.22188,0.174373,1,2,3,4,1,2,3,4,1,2,3,4
-6.92226,0.987628,0.939242,2,3,0,7.15767,0.181459,1,2,3,4,1,2,3,4,1,2,3,4
-6.75252,0.974384,0.939242,2,3,0,7.17155,0.261975,1,2,3,4,1,2,3,4,1,2,3,4
-6.79866,0.991599,0.939242,1,3,0,6.80194,0.29111,1,2,3,4,1,2,3,4,1,2,3,4
-6.88324,0.951445,0.939242,1,3,0,7.11685,0.189035,1,2,3,4,1,2,3,4,1,2,3,4
-7.65674,0.898309,0.939242,1,3,0,7.77585,0.110814,1,2,3,4,1,2,3,4,1,2,3,4
-7.51038,1,0.939242,2,3,0,7.70909,0.120062,1,2,3,4,1,2,3,4,1,2,3,4
-9.77323,0.788189,0.939242,1,3,0,10.2517,0.0440416,1,2,3,4,1,2,3,4,1,2,3,4
-6.76471,0.919905,0.939242,1,3,0,12.1783,0.273288,1,2,3,4,1,2,3,4,1,2,3,4
-6.74814,0.999754,0.939242,1,3,0,6.7652,0.251923,1,2,3,4,1,2,3,4,1,2,3,4
-6.80358,0.992663,0.939242,2,3,0,6.80695,0.209953,1,2,3,4,1,2,3,4,1,2,3,4
-6.81296,0.998207,0.939242,1,1,0,6.8215,0.206854,1,2,3,4,1,2,3,4,1,2,3,4
-6.85755,0.991707,0.939242,1,1,0,6.86114,0.194748,1,2,3,4,1,2,3,4,1,2,3,4
-6.7726,0.988754,0.939242,1,3,0,6.98074,0.27837,1,2,3,4,1,2,3,4,1,2,3,4
-8.10199,0.817417,0.939242,2,7,0,8.10313,0.0887603,1,2,3,4,1,2,3,4,1,2,3,4
-8.05117,0.993017,0.939242,2,7,0,8.15705,0.476715,1,2,3,4,1,2,3,4,1,2,3,4
-8.05117,0.695795,0.939242,1,1,0,9.11642,0.476715,1,2,3,4,1,2,3,4,1,2,3,4
-7.17092,1,0.939242,1,1,0,7.81936,0.37475,1,2,3,4,1,2,3,4,1,2,3,4
-7.27487,0.69345,0.939242,2,3,0,9.48841,0.138278,1,2,3,4,1,2,3,4,1,2,3,4
-6.83541,0.989275,0.939242,1,3,0,7.24196,0.200321,1,2,3,4,1,2,3,4,1,2,3,4
-7.70056,0.90195,0.939242,2,3,0,7.80587,0.108278,1,2,3,4,1,2,3,4,1,2,3,4
-6.75897,0.984224,0.939242,1,3,0,7.93282,0.231816,1,2,3,4,1,2,3,4,1,2,3,4
-7.16942,0.946482,0.939242,2,3,0,7.21135,0.148385,1,2,3,4,1,2,3,4,1,2,3,4
-6.79779,0.991513,0.939242,1,3,0,7.1511,0.212012,1,2,3,4,1,2,3,4,1,2,3,4
-6.79781,0.999998,0.939242,2,3,0,6.80784,0.212004,1,2,3,4,1,2,3,4,1,2,3,4
-6.76968,0.95479,0.939242,2,3,0,7.16315,0.224607,1,2,3,4,1,2,3,4,1,2,3,4
-8.13676,0.724369,0.939242,1,3,0,8.8272,0.087324,1,2,3,4,1,2,3,4,1,2,3,4
-8.34266,0.981868,0.939242,1,1,0,8.45335,0.0794599,1,2,3,4,1,2,3,4,1,2,3,4
-6.79481,0.967636,0.939242,1,3,0,8.749,0.21312,1,2,3,4,1,2,3,4,1,2,3,4
-6.78157,0.996133,0.939242,2,3,0,6.84215,0.218588,1,2,3,4,1,2,3,4,1,2,3,4
-7.16437,0.905694,0.939242,1,3,0,7.45107,0.373721,1,2,3,4,1,2,3,4,1,2,3,4
-7.12037,1,0.939242,1,1,0,7.23751,0.366606,1,2,3,4,1,2,3,4,1,2,3,4
-6.83362,0.940507,0.939242,1,3,0,7.50504,0.200805,1,2,3,4,1,2,3,4,1,2,3,4
-6.81585,0.993369,0.939242,2,3,0,6.92182,0.205949,1,2,3,4,1,2,3,4,1,2,3,4
-6.77858,1,0.939242,1,1,0,6.809,0.219977,1,2,3,4,1,2,3,4,1,2,3,4
-7.00015,0.938533,0.939242,1,3,0,7.21152,0.344889,1,2,3,4,1,2,3,4,1,2,3,4
-6.89969,1,0.939242,2,3,0,6.99295,0.322655,1,2,3,4,1,2,3,4,1,2,3,4
-6.91873,0.947056,0.939242,2,3,0,7.30264,0.327299,1,2,3,4,1,2,3,4,1,2,3,4
-7.02227,0.973543,0.939242,1,1,0,7.04488,0.349194,1,2,3,4,1,2,3,4,1,2,3,4
-6.76734,1,0.939242,1,3,0,6.97908,0.275088,1,2,3,4,1,2,3,4,1,2,3,4
-7.07414,0.900156,0.939242,1,3,0,7.37866,0.159109,1,2,3,4,1,2,3,4,1,2,3,4
-6.91271,1,0.939242,1,1,0,7.04937,0.183213,1,2,3,4,1,2,3,4,1,2,3,4
-6.8784,1,0.939242,1,1,0,6.92225,0.19006,1,2,3,4,1,2,3,4,1,2,3,4
-6.90544,0.963412,0.939242,1,3,0,7.28659,0.324086,1,2,3,4,1,2,3,4,1,2,3,4
-7.13418,0.942152,0.939242,1,1,0,7.14198,0.368879,1,2,3,4,1,2,3,4,1,2,3,4
-6.94484,1,0.939242,2,3,0,7.10282,0.333293,1,2,3,4,1,2,3,4,1,2,3,4
-6.94484,0.737646,0.939242,1,3,0,8.4617,0.333293,1,2,3,4,1,2,3,4,1,2,3,4
-6.76137,0.983798,0.939242,1,3,0,7.04566,0.229954,1,2,3,4,1,2,3,4,1,2,3,4
-6.76137,0.713176,0.939242,1,3,0,8.56658,0.229954,1,2,3,4,1,2,3,4,1,2,3,4
-7.33091,0.813067,0.939242,2,3,0,8.12571,0.133474,1,2,3,4,1,2,3,4,1,2,3,4
-7.13098,0.871587,0.939242,2,7,0,8.57606,0.368356,1,2,3,4,1,2,3,4,1,2,3,4
-7.59994,0.878423,0.939242,1,1,0,7.63231,0.431014,1,2,3,4,1,2,3,4,1,2,3,4
-7.10818,1,0.939242,2,3,0,7.4904,0.364568,1,2,3,4,1,2,3,4,1,2,3,4
-6.75881,0.987475,0.939242,2,3,0,7.19818,0.268655,1,2,3,4,1,2,3,4,1,2,3,4
-6.77947,0.989892,0.939242,1,3,0,6.82927,0.219558,1,2,3,4,1,2,3,4,1,2,3,4
-6.75912,0.966204,0.939242,2,3,0,7.04182,0.23169,1,2,3,4,1,2,3,4,1,2,3,4
-6.75912,0.923007,0.939242,1,3,0,7.19777,0.23169,1,2,3,4,1,2,3,4,1,2,3,4
