# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = arrays_model
# start_datetime = 2023-11-18 18:04:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 3938722959 (Default)
# output
#   file = /Users/rob/.julia/dev/StanIO/test/generate_array_data/../../data/arrays/arrays_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,z.1.1.1,z.2.1.1,z.1.2.1,z.2.2.1,z.1.1.2,z.2.1.2,z.1.2.2,z.2.2.2,z.1.1.3,z.2.1.3,z.1.2.3,z.2.2.3
-11.6932,0.998976,0.318742,4,15,0,22.4258,-0.0961832,-1.23691,0.187028,-0.553362,0.555705,-1.2136,0.329049,1.14139,0.282906,0.559793,0.471631,0.110492,0.828127,0.943422,0.954436,0.651513,0.399222,0.961173,0.973803
-14.9001,0.916413,0.318742,3,7,0,19.6252,0.895737,-1.68236,0.173213,-0.358437,-0.78977,-1.08463,-0.444701,1.2951,0.997131,0.383847,0.498962,0.10019,2.21403,1.98634,0.395656,1.22777,0.996871,1.9399,0.77863
-14.1213,0.477801,0.318742,3,7,0,23.287,0.89211,-1.13397,-0.0390011,-0.120569,-0.403665,-0.926084,-0.315172,1.12757,1.18491,0.859992,0.282214,0.0913328,0.313459,1.45228,0.141651,1.07973,0.688265,0.955818,2.27608
-13.7295,0.955002,0.318742,4,15,0,22.488,-0.708854,-0.0383111,0.165827,2.08125,1.07797,1.24439,-0.359645,0.844549,0.772988,1.05046,0.289566,1.02777,0.978168,0.450059,1.78853,0.289719,1.2998,0.632389,0.212382
-12.2074,0.971561,0.318742,4,15,0,19.149,0.712337,0.327219,-0.170883,-1.88214,-0.968687,-1.24418,0.104047,0.956037,1.48055,1.16539,1.12485,0.683014,0.503675,0.469033,0.455638,1.23751,0.248226,1.50587,0.56232
-15.6312,0.678281,0.318742,4,15,0,26.8843,1.1243,-0.82682,-0.597525,-0.837902,-0.554549,-1.0143,-0.116071,0.989925,0.544728,0.705804,0.312961,1.88317,1.28177,0.247173,0.30776,0.324842,0.150363,2.48323,0.538052
-18.8491,0.951462,0.318742,4,15,0,25.0987,-1.73016,0.884945,0.484902,0.1802,1.37296,1.0749,-0.246577,1.23992,0.177839,0.611731,0.248987,0.372292,0.352423,0.292385,2.25807,0.496468,0.081069,0.158108,0.883264
-26.6666,0.980174,0.318742,4,15,0,32.6136,1.91412,-0.783479,-0.466567,-0.271996,-1.37347,-0.848525,0.220844,0.239076,2.45343,0.145751,1.97021,0.922197,0.00481214,0.25907,0.202919,0.0151235,0.126174,0.664658,0.803157
-21.853,0.949219,0.318742,4,15,0,34.5553,-1.82853,0.294904,0.395022,-0.40223,1.00508,0.698015,0.551151,1.96824,0.0781072,1.29566,0.274607,0.164965,0.543,1.78411,2.20358,0.00638239,0.98887,0.127126,1.07922
-16.481,0.987248,0.318742,4,15,0,27.4121,1.97223,0.0120167,-0.363495,-0.0424444,-1.29917,-1.01688,-0.390064,0.198055,0.461342,0.378171,1.32952,0.307746,0.950891,0.327261,0.219386,0.0962815,0.463035,1.4743,0.903237
-14.3185,0.995038,0.318742,4,15,0,24.2937,-1.81313,-0.0250785,0.325902,0.251008,1.33019,1.01766,0.488954,2.20595,1.84072,0.133176,0.755639,0.393446,1.2342,0.938381,0.639761,1.26772,0.592229,0.716087,0.324297
-16.2667,0.830965,0.318742,3,7,0,24.3142,-2.17412,-0.891313,-1.43689,1.33378,0.623141,0.970951,0.708115,0.912124,0.551896,0.0703091,1.14696,1.80549,1.62129,1.12493,0.331373,1.54153,1.00185,1.28278,0.472284
-17.7419,0.61657,0.318742,4,15,0,27.8147,-1.21838,-1.15448,-0.969564,0.823738,-0.125106,1.31742,0.281015,0.442576,0.777535,0.13796,1.14856,0.651464,0.989758,3.31786,0.59925,2.2756,1.79891,1.91552,0.897776
-18.3596,0.911976,0.318742,4,15,0,26.276,0.0951135,0.17552,0.760754,-0.50709,1.26217,-1.32059,0.115632,0.387608,2.10701,0.0707366,0.604854,0.952021,1.3916,0.00611049,0.54553,0.434997,2.1012,0.897142,1.13066
-17.0118,0.842229,0.318742,4,15,0,26.5296,-0.564483,-0.415589,0.815781,0.583515,-1.15734,-2.21758,-0.165425,1.32203,0.825563,0.120412,1.14268,0.903539,1.48424,0.0105385,1.52376,0.559228,0.437318,0.616888,1.08983
-14.1705,0.878149,0.318742,3,15,0,23.697,-0.0112608,1.14251,-0.457166,1.64034,-0.339301,0.1664,0.568664,0.966199,1.37016,0.290546,1.4007,0.738602,0.932307,0.0490365,0.516231,1.5413,1.51052,0.158693,1.25311
-12.4952,0.90845,0.318742,4,15,0,20.1605,0.240225,-0.196716,0.785922,-1.19521,0.309505,-0.0122957,-1.04185,0.64172,0.229587,0.789168,0.227655,0.674827,1.14047,2.10647,1.66483,0.364802,0.553462,0.544576,0.754026
-17.7013,0.792886,0.318742,4,15,0,27.0287,-1.89612,-0.993623,-0.528541,-0.829301,0.3809,-0.0937958,0.526459,0.390749,1.90378,0.608292,1.50409,0.0157698,0.652377,0.128611,0.366898,0.530859,1.54203,0.333937,1.14473
-18.6516,0.926926,0.318742,4,15,0,28.6502,1.36631,0.517634,0.828832,0.931338,-1.17785,0.632421,-0.0147126,0.838757,0.283245,0.909762,0.27128,0.0209707,0.0187344,1.19763,1.35141,0.475179,0.676786,1.75236,0.517769
-16.5048,0.972145,0.318742,4,15,0,26.5818,-0.457586,-0.544672,0.379204,-0.253193,1.69402,0.252131,0.330426,0.654093,0.0432065,1.19119,2.19736,0.0976467,0.0823967,1.51712,1.55375,0.703764,0.640845,1.14521,1.30143
-16.8248,0.772183,0.318742,3,7,0,24.2542,-0.135703,-0.972672,0.633286,-0.40412,1.01206,0.309883,-0.0571025,0.734462,0.0534671,1.1073,1.72021,0.0696822,0.0803432,0.317661,1.01583,0.742007,0.296635,0.30164,1.28835
-12.579,0.949031,0.318742,4,15,0,26.9532,0.488584,0.21498,0.360575,-0.864319,-1.6058,-0.408799,0.600008,0.347497,2.3942,0.66519,0.292478,1.19314,0.722597,1.65774,1.09674,0.515518,0.407967,0.732321,0.732027
-14.4436,0.871669,0.318742,4,15,0,20.0838,-0.675687,0.0292805,-0.355056,0.817356,1.66783,0.678931,-0.55401,0.683298,0.0825342,0.54897,1.48431,0.89677,0.26469,0.226588,0.8126,1.0287,0.41781,0.464067,0.311688
-12.4405,0.892578,0.318742,3,7,0,26.1012,0.657806,-0.54859,0.435806,-0.641585,-0.0743469,-1.89503,0.977338,1.05374,1.25754,1.35669,0.614478,1.08009,2.0703,0.569872,0.450614,0.975458,0.187223,0.615088,1.50983
-13.7156,0.967446,0.318742,4,15,0,20.5522,-1.23036,0.819173,-0.289453,0.450539,-0.947342,2.01539,-0.0981074,0.611607,0.382686,0.788498,1.29631,0.919959,0.243695,1.54323,0.892118,0.36975,0.318904,0.422711,0.566135
-14.5092,0.882258,0.318742,3,15,0,19.5413,0.40931,-0.337735,-0.800082,0.307687,0.981226,-0.48063,-0.455321,0.771582,1.68058,0.999932,0.771836,1.1264,2.24031,0.580676,1.11661,1.88627,0.0123483,0.5719,0.358925
-16.1462,0.822173,0.318742,3,15,0,24.3491,0.781226,-1.16174,-0.408073,1.33125,0.531918,1.53752,0.242982,0.537653,0.67318,1.14366,1.51667,0.172053,0.32776,0.902143,0.100378,0.611758,0.12373,0.390074,1.41225
-13.6502,0.943942,0.318742,4,15,0,24.5469,1.6072,0.347336,0.500122,-0.846943,-0.284168,-0.124756,-0.344236,1.41096,0.511215,1.13373,0.370656,0.238614,0.725137,0.927203,0.39031,0.678891,0.124759,0.17193,1.37311
-14.4448,0.975956,0.318742,3,15,0,19.7774,0.662257,0.0626187,1.84823,0.540837,-0.000814174,-0.7207,0.517106,0.998754,0.533532,0.457746,0.830783,2.57311,1.40856,0.784398,0.82683,0.857553,2.65035,0.199879,0.949503
-14.7835,1,0.318742,4,15,0,21.4756,-1.46428,-0.0895556,-1.28714,-0.355769,0.00582871,1.22359,0.00223139,1.03542,1.07078,0.834962,0.336853,0.111292,0.689428,0.358394,0.511684,0.285331,0.105546,1.38449,1.05045
-19.1382,0.742493,0.318742,4,15,0,29.7141,0.849717,-0.403038,0.0935331,-1.56615,0.803907,-1.90894,-0.594981,0.827903,0.0560826,0.871838,2.08833,2.47972,0.623999,1.44784,1.45898,2.10007,0.149367,0.387732,0.326738
-19.4695,0.805147,0.318742,4,15,0,31.1027,1.26996,0.931553,-0.627686,0.0133747,-1.51745,0.645168,0.28502,1.08275,0.173869,0.71571,0.350538,0.148117,0.0524163,0.377722,1.55303,0.167177,0.0981598,0.715535,1.96822
-21.4575,0.906198,0.318742,4,15,0,28.5788,-0.875449,0.315611,-0.551591,-0.0907274,0.811445,-0.812172,-0.082103,0.68923,2.15711,0.700696,0.0104562,0.302085,0.00648297,1.90959,0.555558,0.162188,1.96719,0.958696,0.360743
-11.9283,0.997188,0.318742,4,15,0,25.756,0.356441,-0.665859,0.879198,0.520223,-1.20027,-0.477118,0.106241,0.776912,0.532556,0.489565,0.973922,0.242991,0.227182,0.831769,0.645682,0.607515,0.982258,1.44973,2.199
-12.6007,0.874621,0.318742,4,15,0,19.276,0.870189,-0.476692,0.749006,1.19445,0.0471263,-1.16456,-0.103821,2.37474,0.731251,0.921145,1.10326,0.522656,1.29932,0.635098,0.70691,1.74111,0.118323,0.782546,0.69673
-12.6667,0.993754,0.318742,3,7,0,18.4833,-0.208844,-0.404892,-0.196544,-0.691253,0.307011,0.40498,-0.354671,0.176019,1.3003,1.01506,0.758758,1.55151,0.392173,0.131505,0.330454,0.312408,0.51462,0.346632,1.34471
-11.4636,0.977731,0.318742,4,15,0,18.9244,0.123084,0.106145,0.174852,0.70248,-0.389271,-0.604319,0.320289,1.0543,0.894795,1.1817,0.896749,0.556557,1.26021,2.53304,0.290068,0.330349,1.09587,0.350948,0.323768
-12.568,0.851266,0.318742,4,15,0,18.7015,-0.0634974,-1.06594,0.398747,-0.861766,0.0804918,0.529911,0.481396,0.759785,0.176122,0.971017,0.801083,0.667677,0.277095,0.0609989,0.999046,1.0189,1.11627,1.20484,1.87436
-14.7711,0.861366,0.318742,4,15,0,22.8778,0.0680944,0.539737,-0.469957,0.566431,-0.331943,-0.53052,-0.4378,0.861813,0.100388,1.10881,1.14767,0.609967,0.733917,0.0145874,1.11104,0.687253,1.40734,0.847222,0.0891564
-10.8793,0.953578,0.318742,3,15,0,20.4202,0.368407,1.07244,1.19785,0.807551,-0.760571,0.302061,-0.252044,1.03579,0.310476,0.882718,0.861298,0.602911,1.13036,2.22972,0.68717,1.18805,0.482941,1.0023,1.47022
-15.0581,0.532389,0.318742,3,7,0,26.1401,-1.38428,0.359573,0.263534,0.171797,-0.953069,1.37443,0.0481834,0.38157,0.986678,0.833908,0.728351,0.744477,0.475937,0.760455,0.143143,1.63135,2.59839,1.60564,0.148941
-14.9239,0.990536,0.318742,4,15,0,24.1163,-0.840995,1.05524,0.358967,0.620989,-0.0800453,1.5623,0.218062,0.797116,2.07026,0.586492,1.6982,2.51042,0.654767,1.09063,0.217826,1.00474,0.959064,0.386389,0.139468
-13.0659,0.647393,0.318742,4,15,0,25.5451,-0.427386,1.07979,0.347448,0.278383,-0.0234516,1.83964,0.573844,0.822597,1.38314,0.85091,0.846377,1.20183,0.462581,1.49269,0.127017,0.847834,1.24152,0.276487,0.202544
-17.9931,0.859227,0.318742,3,15,0,23.1251,-0.76587,0.431129,0.75631,-0.441673,-0.156562,2.65023,-0.132883,0.794246,2.53164,1.33182,0.903633,1.45509,0.638977,1.48483,0.10806,1.30241,0.514343,0.266539,0.064282
-18.2369,0.946908,0.318742,4,15,0,27.0376,0.659879,-0.82523,-1.25502,0.440185,0.37078,-2.65041,0.365564,1.3609,0.0931462,0.437152,1.14065,0.174198,1.05797,0.0749429,0.424388,0.775736,0.938497,1.97393,1.28476
-15.4743,0.932603,0.318742,4,15,0,26.7716,-0.157171,-0.0779908,1.35285,-0.0869056,-0.117539,2.48134,0.17518,0.5731,0.997665,0.579984,1.39865,0.226912,0.523014,2.84473,1.33776,0.713365,0.973493,0.518706,0.362488
-14.4072,1,0.318742,4,15,0,22.2512,0.161781,-0.0171628,-1.10796,-0.772496,-0.328591,-1.94673,0.217838,1.86077,1.1309,0.400672,0.399722,0.704374,1.31857,0.0763485,1.49561,1.19887,0.325342,1.12038,0.323393
-13.71,0.928409,0.318742,4,15,0,21.5313,-0.140053,-0.0480095,1.26349,0.981427,0.276634,2.23952,-0.27773,0.454775,1.15422,0.775007,0.536514,1.24566,1.08658,0.997437,0.229831,0.902495,0.217666,1.00325,0.233899
-14.3156,0.891277,0.318742,4,15,0,22.642,0.0528416,-0.355905,-1.05775,-0.41912,1.44576,-1.82663,-0.0275911,1.69563,0.341741,0.76215,1.54793,0.472872,0.598881,0.824069,0.437555,0.214968,0.142806,0.993921,0.99118
-14.3183,0.944959,0.318742,4,15,0,20.7732,-1.11025,-0.277013,-0.561538,0.0114987,1.21822,-1.50248,-1.05347,1.29704,0.678254,0.303495,0.90308,0.329376,1.92153,1.18592,0.774615,0.18192,0.509201,0.833624,2.2003
-18.2769,0.967274,0.318742,4,15,0,28.8239,1.13477,1.40596,0.676327,0.118928,-1.46539,1.50317,0.685799,0.438656,1.12501,0.198713,0.724255,1.33926,0.353783,0.308369,0.687216,0.0249706,0.424578,0.940472,0.199447
-18.6376,0.980527,0.318742,4,15,0,26.9241,-1.22668,-1.17692,-0.721642,-0.116962,1.46376,-1.08461,-0.705779,1.77388,0.759969,0.767427,1.48199,0.917899,1.56839,0.162073,1.34464,0.00215772,0.333274,1.42801,1.07603
-16.4503,0.719372,0.318742,4,15,0,28.9072,1.59393,1.51659,1.12399,0.561244,-0.693622,0.906041,0.226316,0.215325,0.533803,1.32613,0.459211,0.70717,0.596352,0.394715,0.739021,0.0327018,2.03002,0.693361,0.9813
-23.2242,0.873256,0.318742,4,15,0,28.8065,-1.60379,-2.15681,-0.948451,-0.690984,0.729237,-0.905749,-0.215544,1.96386,1.55441,0.890746,0.858845,0.505687,0.00202751,0.943142,0.184172,0.0534169,0.188006,1.13118,0.504635
-17.7619,0.966735,0.318742,4,15,0,29.0521,0.0495146,-0.0774925,0.114636,-0.353546,-0.316103,-0.829725,0.484836,0.364752,0.825983,0.204327,0.282016,0.494844,0.00888737,1.30363,1.46171,0.135577,0.495405,0.294735,0.179242
-15.834,0.970225,0.318742,3,7,0,20.8946,-0.569212,-0.107686,0.0480405,-0.668824,-0.250143,-0.509235,0.850652,0.410269,1.45145,0.388366,0.223249,0.601657,0.0172073,1.07445,0.570713,0.181667,0.460544,0.627883,0.236348
-20.7345,0.898833,0.318742,4,15,0,29.6305,-0.576042,-0.406031,-2.05419,-1.55177,-1.50163,-0.126973,2.04685,2.0341,0.451044,1.35939,0.722172,0.465825,0.00928116,0.789628,1.2629,1.93934,0.232011,1.29631,1.1816
-23.696,0.940088,0.318742,4,15,0,29.7912,0.494306,0.0844169,2.14011,1.78366,1.51662,-0.0185927,-2.00684,0.222694,0.313132,1.24921,1.08988,0.437445,0.00325374,0.35111,0.644751,0.211651,0.265151,0.573547,0.631199
-27.451,0.932461,0.318742,3,7,0,35.0799,-0.596515,0.790429,1.9143,1.45846,1.76334,0.0467906,-2.0857,0.19846,0.62519,0.345194,1.85341,0.545211,0.00260289,0.198586,0.578678,0.276344,0.111345,2.32932,2.03384
-16.4935,0.790335,0.318742,4,15,0,35.2414,0.196234,0.170331,-0.89645,-1.43659,-1.52424,-1.16235,-0.309357,1.37987,0.477289,1.13956,0.128417,0.908455,2.61983,1.89813,1.32661,1.15315,0.843059,0.186558,0.206673
-15.9756,0.993575,0.318742,4,15,0,22.9455,0.387762,0.181636,0.854105,1.56601,0.722244,0.158133,0.769628,1.2265,0.463363,1.37959,0.0737581,0.61015,0.140832,0.607157,0.226267,1.91313,0.887658,0.337137,0.261465
-14.1053,0.978835,0.318742,4,15,0,21.1896,0.0993292,0.778299,0.265942,0.622637,0.0469061,-0.0891219,0.0896996,1.2126,0.330551,0.915982,0.0864146,1.25847,0.953288,0.0744812,0.249732,0.368124,1.09372,0.421504,1.98499
-23.5854,0.761711,0.318742,3,7,0,27.8481,-0.766463,0.17121,1.70948,-1.56212,0.990274,-0.581511,-0.84412,0.518022,1.97037,0.113096,2.11862,0.0301347,1.01495,0.0353342,0.0949765,0.24818,0.630847,1.7649,0.367962
-18.3874,0.868332,0.318742,4,15,0,32.2351,-0.0778389,-0.117387,-1.45412,0.860797,-1.20646,2.51082,0.806046,0.575724,0.535166,0.933675,0.0497418,0.229181,0.588861,1.7016,1.19592,0.293123,0.660959,0.203516,0.728672
-15.9608,0.990531,0.318742,4,15,0,26.0486,0.560303,-0.451703,-0.0831844,0.121823,-1.70795,1.89277,-0.518908,0.540697,0.322566,0.649917,0.11298,0.279867,0.54057,1.76813,0.713056,0.504046,0.790741,0.156668,0.643443
-17.1276,0.969849,0.318742,4,15,0,24.4416,-1.81856,-0.462727,0.0909864,1.74907,-0.809023,1.34131,-1.0324,1.55021,0.332531,0.451408,0.130635,1.79908,1.85329,0.397825,1.30912,0.295195,1.43467,0.390496,0.79705
-24.3161,0.781872,0.318742,4,15,0,28.9572,1.9865,0.67181,0.0861014,-1.53405,1.33621,-1.03671,1.44683,0.352578,0.151396,1.74688,2.34043,0.391914,0.0481294,0.967097,0.354628,1.84031,0.0965695,0.0681101,0.488244
-22.0517,0.833649,0.318742,4,15,0,39.6263,-1.9503,-0.510857,0.0450785,1.90618,-1.33713,0.17881,-1.47698,0.028423,0.875324,0.140675,0.147235,1.86932,1.49627,0.859806,1.86122,0.500964,0.243523,0.168741,0.588003
-20.608,0.867125,0.318742,4,15,0,33.1866,-1.73251,-0.0258818,-0.284199,1.91254,-1.6549,-1.10498,0.135567,0.200368,0.44806,0.366146,0.300411,0.714188,0.15805,2.26771,0.495957,1.88802,0.217366,0.120276,0.783984
-17.5614,0.898208,0.318742,4,15,0,31.7883,1.40499,0.353402,-0.476125,-1.65173,0.601999,0.846834,-0.82967,0.700536,0.39256,0.067073,1.55539,1.31284,0.56632,0.192015,0.665103,0.2495,0.336518,2.17185,0.283454
-14.1859,0.969249,0.318742,4,15,0,25.5809,0.001434,0.343868,0.406921,0.45843,-3.00458,0.168311,0.450742,1.41132,1.10191,1.6292,0.543501,0.866419,0.960928,0.218329,1.50373,1.38982,1.72696,0.358618,0.714076
-15.0424,0.866089,0.318742,4,15,0,26.4847,0.860109,-0.405912,-1.54272,-1.14202,-1.1354,-0.244788,0.224069,0.733373,0.810674,0.272759,1.76289,0.172367,0.731753,2.59301,0.524828,0.42893,0.396483,1.19577,1.30413
-18.7753,0.513881,0.318742,4,15,0,31.0785,-1.32368,-1.49299,-0.487753,-0.141058,-0.482676,0.731631,1.21239,1.37465,0.865812,1.45942,0.604988,1.51142,1.36969,0.0500593,0.191167,0.623961,0.00499278,0.84484,0.924236
-19.2135,0.921862,0.318742,4,15,0,27.1687,0.108936,1.50286,-0.0595468,-0.473772,1.15769,-1.9531,-1.11679,0.525893,0.137583,0.644198,0.714793,0.682908,0.696477,0.456601,0.152529,1.53098,0.0182964,0.482063,0.331641
-20.1519,0.750166,0.318742,4,15,0,33.6098,1.56675,-0.910568,0.685828,-0.0126682,-2.88706,1.06972,1.31084,1.43222,0.986917,0.14202,1.04413,1.29841,0.651289,1.63197,0.311368,0.0433509,0.328701,0.536138,1.46668
-16.7924,0.839094,0.318742,3,7,0,27.5278,2.11122,-0.367752,-0.207745,0.490992,-1.68713,0.310747,1.08014,1.05431,1.47441,0.490148,0.864115,0.530876,0.682099,1.074,0.301419,0.0261633,0.417704,0.330476,1.62998
-19.455,0.786455,0.318742,3,7,0,29.6289,0.47466,2.46282,0.0306178,-0.300423,0.166924,1.81178,1.04788,0.112297,0.664962,1.59003,0.820588,0.447177,0.150922,1.06382,2.18397,2.78658,1.74773,1.09798,0.638825
-22.7291,0.579893,0.318742,4,15,0,33.7511,-2.26347,-1.63895,-0.48807,1.22772,-0.940905,-1.53546,-1.07996,0.276109,0.94101,1.56682,0.474258,0.154714,0.340415,1.3131,0.152448,0.0246238,1.66678,0.212068,0.664267
-19.8702,0.89424,0.318742,4,15,0,33.5419,1.93167,0.585454,-1.10761,-1.5177,0.773554,0.910694,0.791608,0.454239,1.06731,0.120084,1.37073,2.00398,1.91157,0.274024,2.21507,3.10082,0.630675,1.1102,0.759127
-23.8691,0.474125,0.318742,3,7,0,35.2354,1.8324,1.32788,-0.996367,-1.63837,0.907976,1.26546,0.671605,0.330288,0.905936,0.105792,0.962757,1.256,3.02282,0.235353,3.44937,2.00869,1.62134,0.625634,0.727775
-23.8691,0.0271978,0.318742,4,15,0,36.5719,1.8324,1.32788,-0.996367,-1.63837,0.907976,1.26546,0.671605,0.330288,0.905936,0.105792,0.962757,1.256,3.02282,0.235353,3.44937,2.00869,1.62134,0.625634,0.727775
-16.7184,1,0.318742,4,15,0,30.3276,1.26972,1.27244,-0.78408,-1.44373,1.14973,2.03095,0.636999,0.550577,0.977069,0.0703337,0.959741,1.25681,1.53398,0.342932,2.16066,1.35795,0.919842,0.609393,0.684855
-14.3504,0.891716,0.318742,3,7,0,25.9901,0.756516,0.857027,-1.23605,0.493119,-0.665923,0.31604,1.0914,1.5381,0.674298,2.05881,0.313422,0.784428,0.437721,1.63657,0.231055,0.266162,0.796418,1.4645,0.215411
-17.8147,0.469243,0.318742,4,15,0,24.1239,-0.501069,-0.795838,1.79302,-0.751016,0.771954,-0.123839,-1.00779,0.9057,0.282801,0.0301785,1.27594,0.678058,0.411681,0.090854,0.131992,0.66774,0.698891,0.405936,1.22092
-16.6667,0.96845,0.318742,3,15,0,25.0396,0.706903,-0.370122,-0.450049,0.633491,0.410833,-1.64868,0.0822771,1.23126,1.844,0.0234123,0.603823,0.855607,1.72422,0.293826,0.2184,0.14586,1.07685,1.99068,0.909154
-15.2215,0.805806,0.318742,4,15,0,22.315,-0.885464,0.553385,0.167164,-0.570486,-1.59843,0.879172,-0.748056,0.80259,0.238973,0.095204,0.638504,1.03304,0.530603,2.20011,0.813765,0.850159,0.85711,0.35813,0.141636
-16.3949,0.927097,0.318742,4,15,0,21.0818,-0.582344,0.270708,-0.49818,-1.26742,-0.936556,1.19407,-0.808619,0.963876,0.220851,0.0404563,0.827292,2.25238,0.744631,0.743246,0.481374,1.04008,1.03038,0.28427,0.138075
-20.2769,0.984175,0.318742,3,7,0,26.6634,-2.34573,-0.831054,0.441509,0.290597,-0.865206,0.78619,-0.656386,0.554586,0.0614028,0.0260725,1.42385,0.46283,1.31636,0.344381,0.355763,0.336403,0.599316,0.32116,0.209975
-17.4213,0.831586,0.318742,4,15,0,30.0089,2.9361,0.901857,-0.409515,-0.181453,0.712032,0.278038,0.119721,1.23526,2.87019,1.48398,0.311037,0.419966,0.76837,1.51785,1.86075,1.90517,0.961396,1.94643,0.920899
-19.2327,1,0.318742,4,15,0,26.5642,-1.44979,-1.33176,0.196612,1.3836,-0.863685,-1.21175,1.57793,0.112374,0.105536,0.480348,1.6325,1.57751,0.32358,0.594939,0.371511,0.171556,1.03525,0.300976,0.73265
-17.6755,0.88684,0.318742,4,15,0,28.5728,-0.941818,-1.26133,2.37052,0.251143,0.721876,-1.25667,0.941108,0.104174,0.190053,0.548059,1.42675,1.45817,0.55562,1.13942,0.280553,0.467641,0.712337,0.278115,0.586985
-14.8108,0.967865,0.318742,4,15,0,26.0152,0.336063,1.95035,-0.995668,-0.628902,-0.595648,0.625943,0.591969,2.36143,1.16771,0.353566,0.616601,0.260394,0.278645,0.731763,1.95203,1.58503,1.343,1.74071,0.943259
-19.7248,0.570601,0.318742,4,15,0,28.14,-0.415517,-1.79974,0.732435,0.721117,0.14463,-0.626064,-1.10763,0.0806381,0.39574,1.67844,1.31823,0.303587,1.6713,1.44462,0.392059,0.00251865,1.03337,0.483292,1.15251
-19.0217,0.793346,0.318742,3,15,0,26.8707,-0.992177,-1.14533,1.88492,1.17674,0.319205,-0.878498,-1.3527,0.490266,0.253363,0.604514,1.62371,0.226593,1.15428,0.680982,1.47319,0.00949225,1.51338,0.446872,0.635489
-20.5501,0.842066,0.318742,4,15,0,29.5891,0.656397,1.10908,-0.6426,-1.18057,-0.304656,0.635483,1.63732,1.01577,1.14697,1.46941,0.0378146,2.15906,0.705714,0.178323,0.602329,3.68639,0.713414,0.437535,1.40148
-21.5043,0.89435,0.318742,3,7,0,31.8586,-1.55628,0.129689,1.00965,1.48543,1.31766,1.26909,-0.0882815,0.896762,0.10056,0.604247,0.406267,0.15315,1.28242,0.0902332,1.3471,0.0154848,0.276733,1.69449,0.661334
-26.0045,0.903749,0.318742,4,15,0,40.0681,0.0394667,-2.49163,-0.493235,0.221332,-2.60542,-0.155432,0.249599,0.654513,0.534088,0.332353,0.326525,0.187975,0.336614,0.00102965,0.576661,0.280322,1.09776,0.310745,0.121955
-17.4134,0.913575,0.318742,4,15,0,37.0532,-0.407587,0.274787,0.53393,-0.706011,3.08994,-0.122189,0.062962,0.461573,0.963846,0.678522,1.74782,0.16364,0.0972334,0.159258,0.984148,1.86808,1.06818,1.11032,0.935798
-13.5085,0.903644,0.318742,4,15,0,23.3952,-0.258312,-1.6115,-0.801356,0.0216469,-1.53724,1.02406,0.953994,0.589333,1.04494,0.741584,0.380875,0.940938,0.313597,0.764835,0.941236,0.0913962,0.892335,0.599681,1.04243
-13.9858,0.947065,0.318742,3,15,0,21.8564,-0.985205,-0.784473,-0.407701,1.23901,-1.06324,1.58004,-0.0176049,0.336038,1.17689,0.933458,0.424276,0.483519,0.227022,0.673127,0.450394,0.236561,1.4374,0.459658,0.939217
-11.9161,0.993173,0.318742,4,15,0,18.99,0.662938,0.236016,0.178788,-0.803063,0.941334,-0.619311,-0.0143662,1.93131,0.704551,0.99284,0.613013,1.04983,2.2884,0.51952,0.452073,0.19403,0.62764,1.68647,1.11626
-13.3381,0.792894,0.318742,3,15,0,22.0201,-0.613289,-0.434122,-1.90374,0.235457,-1.67096,-0.134005,0.323301,0.140974,1.70691,0.95014,1.543,1.45811,0.404286,1.04343,0.580381,0.669653,1.24544,0.751624,0.4121
-12.8891,0.901757,0.318742,3,15,0,18.6583,-0.206277,0.553882,-1.06729,0.410243,-0.946022,-1.31926,-0.196205,0.118465,0.452291,1.63241,0.310667,1.15576,0.686976,0.894002,0.472593,0.314995,0.949764,1.28129,0.485415
-15.553,0.788473,0.318742,4,15,0,23.8201,-0.869918,1.56,-0.526524,-0.478482,-0.414339,-0.791532,-0.473163,0.107001,0.412192,1.98872,0.58565,1.02029,1.23221,0.507133,1.78608,0.120901,2.15123,1.40706,0.515472
