# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = tuple_model_model
# start_datetime = 2023-11-19 17:45:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4024025201 (Default)
# output
#   file = /Users/rob/Projects/Julia/notebooks/notebooks/tmp/tuple_model_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = --warn-pedantic
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,x.1.1,x.2.1,x.1.2,x.2.2,x.1.3,x.2.3,z.1.1.1,z.2.1.1,z.1.2.1,z.2.2.1,z.1.1.2,z.2.1.2,z.1.2.2,z.2.2.2,z.1.1.3,z.2.1.3,z.1.2.3,z.2.2.3
-21.3373,0.876738,0.248167,4,15,0,26.6252,0.794786,0.35696,0.0867227,1.05443,1.16772,-1.05703,1.51824,0.0682373,1.74569,0.193102,0.590459,0.211877,0.61211,0.562063,0.0528958,0.197382,0.903455,0.0459902,0.493716
-18.7125,0.9959,0.248167,4,15,0,32.7375,-0.697748,0.0231826,0.0938768,-1.23867,-1.18713,1.16724,-1.4774,0.108438,0.573486,2.52872,0.242854,1.59814,0.753997,1.54847,0.768444,0.0340224,0.967017,0.24234,1.18844
-22.004,0.924021,0.248167,4,15,0,29.3192,0.58282,0.852447,0.830505,1.72,2.2913,0.374607,-0.120858,2.25217,1.5242,0.0755158,0.344576,0.293106,0.086838,0.245493,0.939066,0.217012,0.620649,0.0938165,0.858824
-22.9637,0.998883,0.248167,4,15,0,30.1749,-0.568059,-1.71805,-0.369758,-0.961138,-0.784961,0.534674,-1.26683,0.163982,0.580052,2.74409,0.172134,0.145807,2.95529,0.127192,0.633095,1.64243,0.654133,0.115242,0.465381
-24.1397,1,0.248167,4,15,0,36.6185,1.04318,1.9667,0.90952,1.04718,2.8748,-0.661079,2.20902,1.88679,0.777758,0.0771011,0.362987,0.576647,0.05432,0.565989,0.807564,0.527675,0.289084,1.45226,1.70711
-19.2625,0.957547,0.248167,4,15,0,34.9807,1.29932,2.17949,0.355656,-1.0798,1.58731,0.64164,0.847177,0.427554,0.661111,1.24081,0.263442,1.7566,0.83358,0.514542,1.67537,0.214242,0.111514,0.128451,0.371374
-11.9601,0.983633,0.248167,4,15,0,25.5651,-0.734472,1.02202,-0.743512,0.449518,0.30709,0.0315107,-1.52375,0.650437,1.37513,0.763574,0.305226,0.279619,0.621088,1.62141,0.410198,0.628927,0.959126,0.873361,1.81414
-12.4905,0.989429,0.248167,4,15,0,17.6789,0.896132,-0.910311,1.30132,-0.488839,-0.0220103,-0.26112,1.2302,0.580174,1.07548,0.0610931,0.527679,0.76481,0.508211,0.687384,0.989539,0.620933,1.54017,1.48806,1.11364
-14.2129,0.95895,0.248167,4,15,0,19.2864,-0.385911,0.682101,-0.777247,1.27794,0.802541,-0.0454708,0.433731,0.320552,0.31801,0.0350434,0.672131,1.22916,0.304953,0.818315,0.988509,1.16643,0.431638,0.465338,0.474422
-16.9688,0.962254,0.248167,4,15,0,24.5239,0.441037,-0.713357,0.816998,-1.2974,-1.51119,-0.101326,-0.257782,0.280921,0.676609,1.05455,1.45171,0.734914,0.0972481,0.0135646,0.814878,0.551334,0.32595,0.723246,1.67909
-15.2216,0.980673,0.248167,4,15,0,21.9476,0.0875642,1.62097,-0.611617,1.03437,0.378922,0.634001,0.627586,0.804167,1.11893,1.09252,0.307509,1.37368,1.28369,3.49703,1.24408,1.30805,1.92018,1.32036,0.432149
-20.4393,0.636974,0.248167,4,15,0,27.7985,-1.25618,-0.616309,-0.771782,-0.14337,-1.44502,-1.55189,-1.01006,0.421856,0.712623,0.676443,0.287735,0.0383488,0.247007,0.0178248,0.419522,0.701508,0.308681,0.453231,1.23145
-15.8892,0.977653,0.248167,4,15,0,28.4016,1.23918,0.153856,1.18189,0.641125,-0.448032,2.1015,0.590248,1.52595,1.25821,1.47302,0.269021,0.471575,1.64177,2.0004,1.48442,0.435041,1.93782,0.676373,0.154262
-15.4196,0.926933,0.248167,4,15,0,23.6726,0.404811,0.506953,-1.53972,0.431429,0.235117,-1.26333,0.840046,0.461065,0.229576,0.23445,0.604066,0.875967,0.511423,0.150395,0.621442,0.751301,0.257611,0.249779,0.427425
-11.3891,0.949488,0.248167,4,15,0,28.1721,0.739963,-0.325903,0.517263,-1.39977,-0.212023,0.87652,0.796052,0.488671,1.18377,0.0712083,1.40979,1.06398,0.619086,1.15739,0.959439,1.26487,0.923607,0.790407,1.52849
-15.3756,0.894262,0.248167,4,15,0,21.8286,0.913415,-1.66325,-0.152897,-1.2041,1.55805,0.474402,0.251064,0.637213,1.28083,0.0521488,0.444346,0.680003,0.100957,1.08782,0.532319,0.946954,0.746112,1.34069,0.879669
-19.5426,0.960797,0.248167,4,15,0,23.6438,0.798681,-1.25138,0.0292711,-0.462258,1.63616,0.783368,-0.157968,2.34643,1.06412,0.0457512,1.94108,1.10475,0.0784433,1.62454,0.457647,0.987436,0.452952,2.26975,2.41514
-21.0597,0.385138,0.248167,4,15,0,31.4189,0.252996,2.16279,0.0730073,0.462413,-0.186057,-1.35242,-0.0846272,0.155203,0.850359,0.895841,0.323721,0.76738,0.0980204,0.453064,0.235922,0.833465,1.58028,0.175144,0.0053936
-12.7211,0.989636,0.248167,4,15,0,26.347,-0.122196,-1.50714,0.10314,-0.208455,0.171384,1.21369,0.0101743,0.6617,0.418695,0.89894,0.752472,1.92271,2.02266,0.859405,0.490063,0.927018,0.783584,0.070765,1.19022
-21.3167,0.752259,0.248167,4,15,0,28.6613,0.113351,1.2935,-0.720861,-0.686071,0.0241919,-1.44485,-1.0017,0.775237,0.483147,0.00750306,0.219048,0.321659,0.0236347,0.408557,0.469613,0.501436,0.662593,2.30851,0.790722
-17.5397,0.930044,0.248167,4,15,0,29.628,0.629885,-0.737836,1.26779,0.499799,0.988789,0.670314,1.01774,0.311117,1.17489,0.210215,0.572218,1.86768,0.593573,1.71467,1.58909,0.028811,1.35995,0.0757885,0.755688
-13.7456,0.865655,0.248167,4,15,0,24.7511,-0.33153,0.127413,-0.208161,0.890708,-1.87345,-0.0206701,-0.368553,0.731774,0.393736,0.614867,1.53774,0.100159,1.29813,0.343143,0.306736,1.24715,0.680946,0.239171,1.22414
-14.6995,0.952679,0.248167,3,15,0,26.8072,-0.909774,-0.145896,-0.139269,1.1252,-0.317873,0.250332,-1.81879,0.341241,0.656857,0.486759,2.03822,0.243932,0.980548,1.14371,0.092391,1.10063,0.214186,1.00142,1.05525
-15.4949,0.922859,0.248167,4,15,0,26.0221,-0.0743088,-0.0421989,-2.87819,2.11383,0.230654,-0.723283,0.0447412,1.31277,1.208,0.405143,0.497172,0.661832,0.538317,0.56843,0.637816,0.316698,0.498122,0.714754,0.992284
-11.8712,0.987088,0.248167,4,15,0,22.9653,-0.323942,1.72593,0.0674876,-0.614737,-0.36982,0.740863,-0.107197,0.352479,0.65401,1.77487,1.30868,0.190736,1.22815,1.51811,0.367792,0.616765,0.786055,1.1923,0.617214
-12.4229,0.969401,0.248167,4,15,0,19.4148,0.203711,0.158548,1.02138,-0.890306,1.19039,-0.477174,-0.602112,0.206256,1.10325,0.314893,0.570248,0.237363,0.716449,0.461268,1.58493,0.450075,1.19959,0.80219,0.576444
-14.128,0.983963,0.248167,4,15,0,19.7255,-0.0628055,0.153754,1.0616,-1.35444,-0.0347224,-1.55868,-0.992176,0.494447,1.12497,0.944798,1.61265,0.933244,1.19678,2.8665,1.16916,0.50822,0.557351,0.530452,0.279255
-13.7077,0.97816,0.248167,4,15,0,20.6388,0.0069578,0.162849,0.486051,-0.762573,-0.0662533,-1.93764,-1.46023,0.201567,1.25336,0.656593,1.00531,0.492754,2.49659,0.985583,0.808203,0.639428,0.885144,1.11822,0.292244
-11.5888,1,0.248167,4,15,0,19.0868,0.0642757,0.903963,-0.388877,0.702612,0.882591,1.0598,0.873432,1.49922,0.822308,1.3969,0.957398,1.68385,0.206387,1.0737,0.610104,0.540545,0.955947,0.537789,0.249952
-13.3901,0.913219,0.248167,4,15,0,19.3592,-0.417397,-0.62579,0.24455,-0.929913,-0.53501,-1.31136,-0.691156,0.334863,0.77293,0.547633,1.09595,0.175808,0.363467,0.619956,1.34338,0.516462,0.30003,0.545707,2.13984
-11.2129,0.9937,0.248167,4,15,0,20.0006,-0.0363255,-0.0375402,-0.39641,0.952371,-0.119917,1.55485,0.381771,0.306969,0.787083,1.79987,0.936551,1.22829,1.01938,0.821671,0.540282,0.752546,0.459119,0.536801,0.225465
-18.1629,0.968311,0.248167,4,15,0,21.3522,1.95273,-1.26417,-0.634789,1.48361,-0.082737,0.628735,0.395955,0.113418,1.76532,0.576192,1.12908,1.00692,1.14597,0.356134,0.721361,1.66007,0.268926,2.30889,0.0662054
-14.4034,1,0.248167,3,7,0,19.8371,1.55916,-1.02578,-0.73899,0.90863,-0.558566,0.498327,0.63563,0.190246,1.17854,0.687131,0.979421,1.04039,1.23415,0.449649,0.699938,1.44671,0.295512,1.48973,0.0514511
-14.6354,0.979219,0.248167,4,15,0,24.5956,-1.18057,1.44765,0.595278,-1.25783,-0.601869,0.0320631,0.404682,1.76219,0.150209,0.797341,0.312645,0.817638,0.778787,0.738862,0.240988,0.626889,1.64593,0.422618,0.24854
-13.2635,0.919627,0.248167,4,15,0,22.1604,0.407868,-1.4373,-0.918204,1.64332,0.228284,-0.0904839,-0.41775,0.729593,0.461044,1.62533,0.485609,0.851862,0.236532,1.50416,0.342342,2.11425,0.887344,0.630779,0.68208
-15.1494,0.94689,0.248167,4,15,0,23.1117,-0.427643,0.172376,0.0653195,-1.58352,-0.314667,-2.14211,0.0536,0.685359,0.447499,0.495314,1.30346,0.907205,1.84658,0.538426,1.40443,0.22646,0.834473,0.278918,0.117468
-20.3589,0.972993,0.248167,4,15,0,25.525,1.19802,-0.577011,-0.510692,1.0544,-2.21928,2.47256,-0.334593,1.14302,1.70667,0.170566,0.641962,0.662154,0.286905,1.3442,0.654396,0.0717915,0.335347,1.97056,0.345035
-19.719,0.981781,0.248167,4,15,0,26.6781,-1.40858,0.854722,0.78398,-1.11077,1.60605,-2.39419,0.887538,1.05165,0.464804,0.617537,0.639621,1.44786,0.765544,0.786279,0.191631,2.72826,1.30329,0.0999803,1.86686
-19.3617,0.987325,0.248167,4,15,0,30.615,0.538577,-0.486428,-0.738615,1.37897,-1.04941,0.604701,0.421535,0.791398,1.34526,0.184947,1.05744,0.360953,0.00484619,1.0274,1.15251,0.077095,0.207997,0.650384,0.240696
-23.948,0.937766,0.248167,3,15,0,30.516,0.523507,1.0071,-2.21717,-0.0723357,-2.15332,-0.65744,-0.775087,1.45098,1.18779,0.256671,1.15964,0.348646,0.00140753,0.447676,1.47951,0.046639,0.355748,0.850271,1.6902
-18.6675,0.988986,0.248167,4,15,0,28.5335,0.902305,-0.217935,1.77585,-0.431162,1.66477,0.0299962,0.750236,0.596211,0.742822,0.58538,0.876034,1.29131,0.0106719,1.66236,0.432934,0.0813093,1.95973,1.15871,0.316196
-17.3208,0.977377,0.248167,4,15,0,25.315,1.12338,-1.4049,0.484441,-0.247928,0.285261,1.09912,0.41574,1.40266,1.37082,0.364779,1.44925,0.329207,0.0201996,0.617323,2.03555,0.273387,0.352687,0.952064,2.27055
-16.1824,0.592347,0.248167,4,15,0,31.7506,1.03458,0.87894,-0.728397,0.821759,1.07957,1.81209,-0.298851,0.688855,0.746297,0.695778,0.0881084,0.729611,0.255077,1.10089,0.351346,0.194567,1.95501,1.00988,0.325455
-16.9678,0.991834,0.248167,4,15,0,23.1262,0.559798,0.00486185,0.314822,1.28679,1.03157,0.662256,-0.724886,1.36227,0.530181,0.124389,0.0368106,1.69342,0.464716,1.04931,0.160049,0.206569,0.627706,1.80929,1.4725
-14.5449,0.973138,0.248167,4,15,0,24.1931,-0.881056,0.0910466,0.286508,-0.457448,1.0624,0.0517352,0.68054,0.71678,1.23916,1.42062,2.66882,0.428791,0.62842,0.89169,2.15727,1.96397,0.31137,0.20945,0.352934
-15.9813,0.99323,0.248167,4,15,0,21.7438,-0.244835,-1.02019,-0.20669,1.54556,-1.12618,-0.290833,-1.23814,1.00171,0.77217,0.623381,0.111591,1.32243,1.44868,0.226446,0.166288,0.25763,1.52725,0.201682,0.940826
-18.0236,0.953529,0.248167,4,15,0,26.4247,0.176338,1.00633,0.248128,-1.5608,1.47593,0.0331809,0.978917,0.888837,0.841012,0.0886368,1.12469,0.79228,0.149016,0.252673,0.208814,0.0938992,0.367448,1.73179,0.475767
-12.3273,0.97882,0.248167,4,15,0,24.1675,0.492825,-1.07618,-0.282051,1.03437,-0.902561,-0.63496,-0.447628,1.1665,0.529163,0.552583,0.399162,0.667742,0.76447,1.738,1.57539,2.214,0.294033,0.428644,1.04805
-17.0019,0.937066,0.248167,4,15,0,22.3923,-0.636618,-1.28823,1.02108,-0.221348,0.857902,-1.53327,1.14588,0.847046,1.67377,0.748666,0.77912,0.228781,0.0848663,0.15475,0.561064,0.187326,1.56312,1.87095,0.881945
-20.7923,0.745398,0.248167,4,15,0,29.3501,-0.634946,-1.35244,0.874742,0.404595,0.897846,-0.798575,1.63783,0.834009,3.09493,1.30571,0.599838,0.306322,0.101488,0.0751139,0.758844,0.650326,1.06678,2.96749,0.799942
-17.8271,1,0.248167,4,15,0,24.5688,0.271186,0.696236,-1.33455,-1.12569,-0.429297,-0.433242,-0.250516,1.10173,0.0709165,0.716678,0.839077,1.94894,0.101408,2.83104,0.535696,1.31237,0.85361,0.0728129,1.19475
-16.4629,0.781326,0.248167,4,15,0,26.6855,0.469436,0.478218,-0.233823,-0.0404745,-1.51154,-0.974511,-0.660046,0.999761,0.0848051,0.57833,0.648346,0.273327,0.210562,0.168264,1.52238,0.576753,0.632312,0.0660071,1.03542
-17.8053,0.965673,0.248167,4,15,0,24.3101,0.246902,0.338224,0.513698,-1.63041,1.11003,1.75281,-0.925175,0.640255,0.285071,1.20446,1.55566,2.15917,0.405442,0.91254,0.26863,1.4561,1.41102,0.0162393,0.762823
-16.7769,0.911324,0.248167,4,15,0,21.4718,-0.512758,0.00256319,-0.45215,1.45431,-1.081,-1.78249,0.52298,1.03795,1.40066,0.28302,0.507496,0.0695073,1.14682,1.00869,1.87581,0.677368,0.640619,0.037032,1.19388
-14.3901,0.945755,0.248167,4,15,0,24.2982,1.0351,-0.276608,0.187326,-0.507461,-1.61864,0.41222,-1.10358,0.906232,0.552728,1.61974,0.111327,0.271166,0.694592,0.474942,0.441652,0.29998,0.987403,0.270212,0.754332
-12.6416,0.988676,0.248167,4,15,0,23.852,-0.472481,0.375018,0.188659,0.878909,1.49326,-0.262542,0.79243,0.566034,0.241979,0.753818,1.49594,0.263172,0.0999038,1.01258,1.22491,1.206,0.854387,0.520603,1.24463
-12.0845,0.966874,0.248167,4,15,0,19.246,0.189923,-0.30712,-0.161435,-0.81521,-1.89011,0.253897,-0.640856,0.651406,2.09511,0.832383,0.557187,1.02917,1.54579,0.970885,0.225584,0.877688,1.07507,0.234289,0.906461
-10.8531,0.967905,0.248167,4,15,0,19.313,0.148708,-0.354207,0.485467,0.395677,0.632043,0.774673,-0.21648,1.34679,0.139289,1.35577,0.407685,0.538862,0.561927,0.86,0.328581,1.03771,0.766069,0.416476,0.624823
-14.9981,0.851115,0.248167,4,15,0,22.4621,0.136843,-0.638066,1.13084,1.34366,-0.158549,-1.42145,-0.501663,0.765852,1.3771,0.274553,1.01153,1.52417,0.160824,1.34165,2.10749,0.0848445,1.10736,1.71583,1.00224
-16.0358,0.925517,0.248167,4,15,0,26.08,-0.821615,0.403095,-0.611964,-1.29622,-0.254809,2.02667,-0.546766,0.698604,0.441504,0.521146,0.990978,0.626759,1.89419,0.0676535,0.212602,0.79837,0.770875,0.459403,0.234247
-16.5875,0.854229,0.248167,4,15,0,24.4981,0.707271,-0.552663,0.483576,1.30491,0.206195,-1.87694,0.619252,1.94524,0.790906,0.798682,0.945316,1.86321,0.0234881,1.64602,2.31768,0.671036,1.44959,0.569207,1.61588
-15.9587,0.965299,0.248167,4,15,0,23.6104,-0.89439,-0.679799,-0.567422,-0.92037,-1.21124,0.628861,1.03148,0.277902,1.06239,1.14356,0.835046,0.365716,0.108408,0.405534,0.100287,1.36892,0.625306,0.391485,0.225257
-17.7635,0.908336,0.248167,4,15,0,25.0916,0.528561,0.578026,0.183046,-0.0734159,1.38364,-0.146467,1.40922,0.263017,0.617438,0.503579,0.850997,1.86259,0.16543,1.49715,0.0373409,0.0444949,1.55323,1.51785,0.780873
-13.925,0.976297,0.248167,4,15,0,24.0565,0.077403,-0.115914,-0.161423,-0.826455,0.557895,-0.946312,-0.478029,2.03254,1.06913,0.962716,0.0718504,0.298566,1.07397,0.501928,0.366708,2.07053,0.542654,0.224569,1.08816
-20.7779,0.893161,0.248167,4,15,0,26.4556,-0.430532,-0.183132,-0.874076,-0.0745467,-2.45038,0.570364,0.444358,0.183009,0.820337,0.692762,2.77324,0.155564,0.693506,0.0388061,1.40452,0.120989,1.21414,1.54091,0.218439
-19.1771,0.967425,0.248167,4,15,0,30.0737,0.173266,-0.644002,-0.750106,-0.622575,-1.04863,0.967718,-0.0786717,0.135848,1.41439,0.228883,0.155728,0.118809,1.37104,0.406203,0.531406,0.016123,1.0192,0.187579,0.717473
-21.3657,0.958524,0.248167,4,15,0,28.4492,-0.351155,-0.265149,1.99243,1.58844,0.237937,0.288082,0.533391,0.791228,0.649106,0.10235,0.148892,0.0106705,0.511587,0.355003,0.551474,0.147509,0.523098,2.32594,1.42683
-20.5373,0.995482,0.248167,4,15,0,28.1095,0.532983,0.71558,-1.82479,-1.26146,-1.68076,-0.373678,-0.317425,1.26406,1.17036,2.56409,0.191129,0.00840395,0.558626,0.569826,0.982002,0.425633,1.18238,0.153995,0.431454
-21.7454,0.959903,0.248167,4,15,0,33.4109,-0.456273,-0.69566,1.71147,1.19335,0.966462,1.33,0.648329,1.06263,0.8457,0.103915,1.36932,1.20906,0.00854942,1.3597,0.023846,1.85737,0.741551,0.638831,0.17635
-20.6719,0.960288,0.248167,4,15,0,31.0758,1.33663,1.71508,-0.346351,0.730524,-0.0829269,0.0595752,1.5849,0.784784,0.175212,1.72847,0.679681,0.836598,0.00538188,0.518569,0.10743,0.384597,0.201979,0.450429,0.864259
-18.3429,0.990849,0.248167,4,15,0,26.7498,-0.568243,-0.875227,0.852208,-0.67994,-0.168588,-0.685385,0.366382,0.545307,0.112888,0.446262,1.52478,0.183014,0.0104278,0.201558,1.26746,0.938599,0.325331,0.201428,1.17592
-20.6026,0.946306,0.248167,4,15,0,27.8474,-0.777284,-1.14537,-0.470105,0.315282,0.112911,-0.312933,-0.136807,1.19184,0.0893491,0.634907,1.31514,0.0895246,0.0180664,0.061995,1.14136,1.58114,0.596244,0.0402594,1.57521
-16.9414,0.964127,0.248167,4,15,0,26.245,-1.16304,0.0528409,1.58399,-0.418104,0.794221,0.453308,0.0418838,0.560707,0.230264,1.4277,0.487846,1.94889,0.0586732,0.0968243,0.453004,0.514601,0.546457,0.383638,0.457424
-15.6632,0.997734,0.248167,4,15,0,24.5265,1.10097,0.822917,-1.74521,0.283441,-0.868756,0.456312,0.440721,0.242192,0.620595,0.78616,0.5434,0.297366,0.0740655,0.184166,0.912782,0.522259,1.54447,1.79351,0.928263
-14.9401,0.904427,0.248167,4,15,0,23.414,0.0676024,-0.682164,1.29636,-0.262354,-0.0765711,-0.590531,-0.108599,0.890384,0.126129,0.568277,1.23371,1.94461,0.943994,1.99054,1.03339,0.437568,0.518066,0.100974,0.106647
-20.5747,0.889337,0.248167,4,15,0,28.5669,0.567818,0.638717,-0.719774,0.571659,0.00225878,-0.618027,-0.786876,0.140781,2.47665,1.63577,0.104103,0.204116,0.0193464,0.283045,0.281967,1.60821,1.58997,1.02217,0.174609
-18.5039,0.933966,0.248167,4,15,0,31.2835,-0.473665,0.00241577,0.492475,-0.0526555,-0.083589,0.0699601,0.744044,0.0277086,0.0986665,0.169202,2.3405,0.279804,1.08687,0.934386,1.8799,0.539948,0.0802457,0.335066,1.04037
-17.4165,0.981434,0.248167,4,15,0,26.4686,-0.972379,0.297989,-0.669803,-1.20562,1.20091,0.298372,1.01312,0.0264444,1.24531,1.33167,0.219435,1.58612,0.900209,0.09966,0.25289,1.52582,0.692346,1.09339,0.239618
-19.0906,0.897546,0.248167,4,15,0,27.8523,-1.33049,0.142348,-2.08897,-0.492235,2.59375,-1.08381,1.57394,2.14621,1.14196,0.707932,0.51481,0.469597,0.669626,0.113411,1.2255,0.480998,0.617244,1.09419,1.77385
-15.0703,0.729584,0.248167,4,15,0,28.8226,0.143893,-0.62213,-1.34874,-0.591367,-1.32903,0.743033,-0.459766,0.0256213,0.927676,0.460368,1.7921,1.16662,1.444,2.18046,0.658205,1.70211,0.594547,1.00224,0.452424
-16.0563,0.986035,0.248167,4,15,0,21.8311,-1.02639,-0.139333,-0.822844,0.430627,-1.33907,-1.4032,1.41172,0.0154433,1.0862,0.897077,0.623923,0.944496,0.715574,0.384674,1.44515,0.355454,1.43103,0.288449,1.09464
-12.161,0.967311,0.248167,4,15,0,23.4867,-0.144907,0.27487,0.239031,-0.193552,1.18321,2.06476,-0.0792597,0.72547,0.943306,1.30202,0.577415,0.500248,0.744974,0.287387,0.626246,1.86708,0.290873,1.34097,0.9875
-15.4901,0.743326,0.248167,4,15,0,28.2226,0.165779,0.589749,0.656875,1.08603,1.3892,2.00973,0.648228,0.791693,1.82355,0.233616,0.745265,1.41747,0.524793,0.538805,1.47964,1.95221,0.19574,1.99393,1.23466
-15.1777,0.908811,0.248167,4,15,0,24.4519,-0.337365,-0.173116,-0.570718,-0.710862,-1.4638,-1.64519,-0.317871,0.477361,0.506821,2.19474,1.38197,0.629941,1.98264,0.620208,0.728746,0.562284,1.82085,0.0968462,0.410479
-15.2265,0.985023,0.248167,4,15,0,23.0923,0.324119,0.0311829,0.546628,0.836019,1.23413,1.63698,0.314177,0.803554,0.615704,0.350319,0.507575,0.126835,0.136286,1.63165,0.823591,0.536198,0.212745,0.711721,1.78195
-14.6957,0.987611,0.248167,4,15,0,24.5059,1.28675,-0.573862,-0.0813291,2.0932,0.215323,0.19617,0.909319,0.34486,0.959834,0.554367,1.16146,0.559625,0.0846928,0.554847,1.14607,0.838337,2.11534,1.3056,0.360663
-17.0556,0.844825,0.248167,4,15,0,26.3178,-0.695517,0.156159,0.119651,-1.07947,-1.18906,-0.431099,-0.0464479,0.0960148,0.343614,1.66657,0.827573,0.921982,2.50693,0.481348,0.56165,1.21723,0.035949,0.160569,0.951329
-15.656,0.862298,0.248167,4,15,0,24.3726,0.737542,0.458035,-0.708812,1.26476,1.47833,0.536928,-1.43817,1.27544,0.59498,0.525586,0.947785,1.0245,0.0350886,1.38555,1.09006,0.557364,2.4864,1.61376,0.620035
-14.9707,0.942395,0.248167,4,15,0,24.4187,-0.807699,-0.537365,0.809808,-1.16422,-1.59281,-0.640256,1.16036,0.779913,0.503792,0.276275,1.11034,1.27089,0.543467,0.783393,0.23056,0.79745,0.051323,0.570524,1.1982
-11.9769,0.97559,0.248167,4,15,0,20.0943,0.880027,0.537744,-0.801014,1.22476,0.996338,0.601785,-1.10772,0.565213,0.449452,0.390669,0.988033,0.517869,1.67939,1.329,0.555805,1.58603,0.984725,1.48881,0.447315
-12.1579,0.992595,0.248167,4,15,0,16.8215,-0.907077,-0.724205,0.746182,-1.49753,-0.724636,-0.617382,1.04376,0.404605,1.09688,0.23024,0.647373,0.305645,0.700902,1.00481,1.21144,1.03684,1.27417,0.760225,0.426825
-18.7866,0.947244,0.248167,4,15,0,26.569,1.07485,0.523905,-0.721581,1.66703,0.761784,0.643516,-1.07149,0.403301,1.05863,2.27307,0.0537634,0.129739,0.269242,0.794283,0.17596,1.35697,0.725359,0.714695,0.18931
-19.9554,0.983075,0.248167,4,15,0,30.431,-1.22278,0.800324,1.24634,-0.951953,1.77042,2.02104,0.975609,1.23795,0.750231,0.1279,0.339664,0.144999,0.0323126,1.15597,1.40512,0.610911,1.3411,0.742997,1.63569
-18.6186,0.867964,0.248167,4,15,0,29.773,0.791759,-0.759983,0.154035,0.284116,-1.42544,-0.49964,-1.36276,0.0492746,1.18639,1.44043,1.70002,0.04769,0.240372,0.120078,0.457195,0.916728,0.628936,0.764634,0.223917
-16.5285,0.948128,0.248167,4,15,0,26.7279,-0.684377,0.549873,-0.239411,-0.4912,1.40062,0.596685,1.36979,0.253177,0.572043,1.4926,0.144388,0.231456,0.272189,0.589121,0.601729,1.1583,1.62533,0.147897,0.204402
-19.9443,0.983077,0.248167,4,15,0,26.9827,0.657879,-0.835375,0.25046,0.466147,-1.01814,-1.09041,-1.00292,0.13149,0.352431,0.358558,0.193127,0.117606,2.04177,0.560872,0.371643,0.718826,0.461736,0.0126625,0.734414
-18.6885,0.966108,0.248167,4,15,0,30.7527,0.605522,-0.141107,0.659306,1.02368,-1.04889,0.592549,-1.40085,0.299327,0.163945,0.413191,0.0275879,0.330663,0.896467,1.19316,1.42336,1.30094,2.56208,0.138416,0.657716
-19.3886,0.997202,0.248167,4,15,0,25.6453,0.647151,0.38526,0.0100458,1.2647,-1.95391,0.614968,-1.51028,0.23986,0.292306,0.682441,0.0214527,1.32289,1.44424,0.325324,0.945846,0.653533,0.444363,0.0688835,0.587324
-20.7886,0.89449,0.248167,4,15,0,34.7058,1.69169,0.871136,0.00275065,-0.57172,-0.293325,0.21267,-0.24338,0.022242,1.33576,0.740569,0.281028,0.335259,0.126349,0.124682,1.11497,0.31177,2.54052,0.0912651,1.46636
-16.4243,0.985429,0.248167,4,15,0,28.4069,-1.68209,-1.07599,0.285538,0.560972,0.59782,-0.142287,0.274914,1.91149,1.01393,0.249851,0.637821,2.15905,0.224834,0.73335,0.994746,2.22973,0.1131,0.916903,0.181907
-20.4636,0.938686,0.248167,4,15,0,27.6048,0.989701,0.727359,0.39953,-0.00401649,0.609622,-0.0207837,-0.348057,0.250361,0.0754095,1.34763,0.922097,0.0941835,0.0411129,1.16866,0.174286,0.175857,2.57043,0.218954,0.542537
-20.4638,0.961989,0.248167,4,15,0,31.0122,-1.37206,0.341099,-0.773347,-0.370445,-1.11118,1.80393,0.696952,1.97544,1.19096,0.0641444,0.175518,2.02438,0.0450958,0.834556,0.914394,0.413973,0.130018,1.92002,1.353
-17.4166,0.944997,0.248167,4,15,0,31.0049,-0.146999,1.70807,-1.07687,-0.439145,2.00329,-0.0937453,1.03785,0.300666,0.87307,1.12673,2.31279,0.143771,1.2938,0.420583,0.592532,1.47663,0.114306,0.418522,0.718363
-15.7106,0.69415,0.248167,4,15,0,30.617,0.245704,1.77533,-0.935527,-0.699738,1.06427,0.243544,0.503508,0.627687,1.35727,1.10897,2.94404,0.488143,1.10107,0.743861,0.307809,0.513181,0.177566,0.286053,0.614458
